id,cites,cited_by,reference
16,24.0,0.0,"['[1] J. H. Ahrens and U. Dieter, Computer Methods for Sampling from the Exponential and Normal Distributions. Communications of the ACM 15 (1972), 873-882.', '[2] D. F. Andrews, P. J. Bickel, F. R. Hampel, P. J. Huber, W. H. Rogers, and J. W. Tukey, Robust Estimates of Location: Survey and Advances. Princeton University Press, 1972.', '[3] W. G. Cochran, Sampling Techniques, second edition. Wiley, 1963.', '[4] G. S. Fishman, Concepts and Methods in Discrete Event Digital Simulation. Wiley-Interscience, 1973.', '[5] A. NI. Gross, Formulae for a Monte Carlo Swindle for Estimators of Location. Technical Report 14, Series 2, Department of Statistics, Princeton University, May 1972.', '[7] D. C. Hoaglin, Optimal Invariant Estimation of Location for Three Distributions and the Invariant Efficiencies of Some Other Estimators. Ph.D. Dissertation, Department of Statistics, Princeton University, 1971.', '[8] D. C. Hoaglin, P. W. Holland, and R. E. Welsch, Design for a Study of Robust Regression Procedures. Working Paper, Computer Research Center for Economics and Management Science, National Bureau of Economic Research, 1973.', '[9] A. E. Hoerl and R. W. Kennard, Ridge Regression: Biased Estimation for Nonorthogonal Problems. Technometrics 12 (1970), 55-67.', '[10] P. W. Holland, Monte Carlo for Robust Regression: The Swindle Unmasked. Working Paper 10, Computer Research Center for Economics and Management Science, National Bureau of Economic Research, September 1973.', '[11] P. W. Holland, Weighted Ridge Regression: Combining Ridge and Robust Regression Methods. Working Paper 11, Computer Research Center for Economics and Management Science, National Bureau of Economic Research, September 1973.', '[12] Peter J. Huber, Robust Statistics: A Review. Annals of Mathematical Statistics 43 (1972), 1041-1067. -16-', '[13] Peter J. Huber, Robust Regression: Asymptotics, Conjectures, and Monte Carlo. Annals of Statistics 1(1973), 799-821.', '[14] IBM Corporation, Subroutine Library -- Mathematics, Users Guide (SH12-5300-O). November 1971.', '[15] International Mathematical and Statistical Libraries, Inc., The IMSL Library 1 Reference Manual, third edition (FORTRAN IV, S/37O-360), July 1973.', '[16] D. E. Knuth, The Art of Computer Programming, Volume 2: Seminumerical Algorithms. Addison-Wesley, 1969.', '[17] G. P. Learmonth and P. A. W. Lewis, Naval Postgraduate School Random Number Generator Package LLRANDOM. Naval Postgraduate School, June 1973.', '[18] P. A. W. Lewis, A. S. Goodman, and J. NI. Miller, A Pseudo-random Number Generator for the System/36O. IBM Systems Journal 8 (1969), 136-146. - _______ _______ -', '[19] D. Lurie and H. 0. Hartley, Machine-Generation of Order Statistics for Monte Carlo Computations. The American Statistician 26, 1 (February 1972), 26-27.', '[20] G. Marsaglia, The Structure of Linear Congruential Sequences. Applications of Number Theory to Numerical Analysis (S. K. Zaremba, editor), 249-285. Academic Press, 1972.', '[21] H. R. Neave, On using the Box-Muller Transformation with Multiplicative Congruential Pseudo-random Number Generators. Applied Statistics 22 (1973), 92-97.', '[22] D. A. Relles, Variance Reduction Techniques for Monte Carlo Sampling from Student Distributions. Technometrics 12 (1970), 499-515.', '[23] W. H. Rogers and J. W. Tukey, Understanding some Long-tailed Symmetrical Distributions. Statistica Neerlandica 26 (1972), 211-226.', '[24] W. R. Schucany, Order Statistics in Simulation. Journal of Statistical Computation and Simulation 1 (1972), 281-286.', '[25] J. W. Tukey, A Way Forward for Robust Regression. Unpublished memorandum, Bell Laboratories (Murray Hill), July 1973. 0']"
17,,,
18,9.0,13.0,"['Arichai, Y., and Ben-Zion, U. ""Crime Rate and the Optimal Level of Legal Error "" unpublished nÂ°te, 1972. Beccaria, C. B. An Essay on Crimes and Punishments. London, 1767 original published in 1764. Bedau, H. A. (ed.) The Death Penalty in America. Garden City, N. J. 19-7. Becker, G. S. ""Crime and Punishment: An Economic Approach."" J. Polit.', 'Econ., March/April 1968, 169-217. _. ""A Theory of Social Interactions,"" unpublished manuscript, 1969.', 'Ehrlich, I. ""Participation in Illegitimate Activities: An Economic Analysi unpublished doctoral dissertation, Columbia Univ., 1970. _. ""The Deterrent Effect of Criminal Lav Enforcement."" J. Legal Stud., June 1972, 1.', '_. ""participation in Illegtimate Activities : A Theoretical and Empirical Investigation."" J. Polit. Econ., July/August 1972, 81.', '_? and Becker, G. D. ""Market Insurance, Self-Insurance and SelfProtection."" J. Polit. Econ., July/August, 1972 80, 623-648. Fair, R. C. ""The Estimation of Simultaneous Equation Models with Lagged Endogenous Variables and First Order Serially CorrelatedErrors."" Economctrica, May 1970, Â¿8.', 'Hochman, H. M., and Rodgers, I.D. ""Pareto Optimal Redistribution."" Amer. Econ. Rev.. September 1969, President\'s Commission on Law Enforcement and Administration of Justice (PCL). Crime and Its Impactâ\x80\x94An Assessment, Task Force Reports. Washington 1967.', 'Sellin, T. The Death Penalties. The American Law Institute, 1959. -. ""Capital Punishment."" Fed. Probation. September 1961, Ei, 3-11.', '___ (ed.). Capital Punishment. New York 1967. Stigler, G. J. ""The Optimum Enforcement of Laws,"" J. Polit. Econ..', ""March/April 1970, 'J8, 526-536. U. S. Department of Justice, Bureau of Prisons. National Prisons Statistics Bulletin (MPS). [Various numbers as cited; prior to 1950 by Tepart-mtne of Commerce, Bureau of the Census.] Washington. _â\x80¢ Characteristics of State Prisoners, i960. National Prisoner Statistics, Washington. U.S. Department of Justice, Federal Bureau of Investigation. Uniform Crime RePOrt (UÃ\x87R), annual, Washington.""]"
19,11.0,0.0,
20,,,
21,,,
22,,,
23,,,
24,,,
25,,,
26,,,
27,18.0,2.0,"['1. Lee Benham, Benefits of Womens Education Within Marriage, J. Polit. Econ. (forthcoming).', '2. Yoram Ben-Porath, The Production of Human Capital Over Time, in Education, Income and Human C~pital, W. Lee Hansen, ed., New York, 1970.', '3. William G. Bowen and T. Aldrich Finegan, The Economics of Labor Force Participation, Princeton, 1969.', '4. Glen G. Cain, Married Women in the Labor Force, Chicago, 1966.', '5. Michael Grossman, The Correlation Between Health and Schooling, NBER, mirneo., 1973.', '6. 3. Kagan and H.A. Moss, Parental Correlates of Childs I.Q. and Height, Child Development, 30, 325-332.', '7. Arleen Leibowitz, Womens Allocation of Time to Market and Non-market Activit~ies: Differences by Education, unpublished Ph.D. dissertation, Columbia University, 1972.', '8. Arleen Leibowitz, Education and the Allocation of Womens Time, in Education, Income and Human Behavior, F.T. Juster, ed., New York, l974a.', '9. Arleen Leibowitz, Home Investments in Children,', '3. Pout. Econ., Part II, March/April, l974b.', '10. Sarah L. Manning, Time Use in Household Tasks in Indiana Families, Purdue University Agricultural Experiment Station ~esearch Bulletin No. 837, January, 1968.', '11. Robert T. Michael, Education and the Derived Demand for Children, 3. Polit. Econ., Part II, March/April, 1973, 81, Sl28-S164.', '12. Jacob Mincer, Labor Force Participation of Married Women: A Study of Labor Supply, in Aspects of Labor Economics, A Conference of the Universities, National Bureau of Economic Research, Princeton, ~962. - 17 -', '13. Sue Ross, Timing and Spacing of Births, NEER, ~nimeb., 1972.', '14. Frank P. `Stafford and Russell C. Hill, Allocation of Time to Preschool Children and Educational Opportunity, mimeo., 1973a.', '15. Frank P. Stafford and C. Russell Hill, Time Inputs to Children by Parents Education, Occupation, Religion and Sex of Child, University of Michigan, mimeo., 1973b.', '17. Kathryn Walker, Use-of-time-Research Project, Definition of Household Activities, New York State College of Human Ecology, Cornell University, 1967.', '18. Robert Willis, A New Approach to the Economic Theory of Fertility Behavior, 3. Pout. Econ., Part II, March/April, 1973, 81, S14-S64. I']"
28,,,
29,,,
30,0.0,1.0,[]
31,,,
32,,,
33,,,
34,,,
35,,,
36,32.0,0.0,"['p ________ Becker, Gary S., ""An Economic Analysis of Fertility."" In Demographic and Economic Change in eveloped Countries. Universitiesâ\x80\x94National Bureau Conference Series 11. Princeton, N. J.: Princeton University Press, 1960.', '""A Theory of the Allocation of Time,"" Economic Journal, 75 (September 1965), pp. 493â\x80\x94517.', 'Benâ\x80\x94Porath, Yoram, ""Economic Analysis of Fertility in Israel: Point and Counterpoint,"" Journal of Political Economy, Vol. 81, No. 2, Part II, March/April 1973.', 'Berkner, Lutz K. and Franklin F. Mendels, Inheritance Systems, Family Structure and Demographic Patterns in Western Europe (1700â\x80\x941900), May 1973, xeroxed.', 'Bernhardt, Eva M., ""Fertility and Economic Statusâ\x80\x94Some Recent Findings on Differentials in Sweden,"" Population Studies, Vol. 26, No. 2, July 1972, pp. 175â\x80\x94184.', 'Blake, Judith, ""Are Babies Consumer Durables? A Critique of the Economic Theory of Reproduction Motivation,"" Population Studies 22 (March 1968), pp. 5â\x80\x9425.', 'Bumpass, Larry and Charles Westoff, ""The\'Perfect Contraceptive\' Population,"" Science, Vol. 169, September 18, 1970, pp. 1177â\x80\x941182.', 'Easterlin, Richard A., ""Influences in European Overseas Emigration Before World War I,"" Economic Development and Cultural Change, Vol. 9, No. 3, (April 1961), pp. 331â\x80\x94351.', 'Friedman, Milton, A Theory of the Consumption Fmction, NBER General Series No. 65, Princeton: Princeton University Press, 1957.', 'Fuchs, Victor R., ""Population Growth Concepts and the Economy of Tomorrow,"" Commercial and Financial Chronicle, December 13, 1956.', 'Grabill, Wilson H., C. V. Kiser and P. K. Whelpton, The Fertility of American Women. New York: Wiley, 1958.', 'Hicks, John, Value and Capital, 2nd ed. New York: Oxford University Press, 1962.', 'Jerome, Harry, Migration and Business Cycles. New York: National Bureau of Economic Research, 1926. â\x80\x9484â\x80\x94 Kiser, Clyde V., W. H. Grabill and A. A. Campbell, Trends and Variations in Fertility in the United States. Cambridge, Mass.: Harvard Univ. Press, 1968.', 'Lancaster, Kelvin J., ""A New Approach to Consumer Theroy ,"" Journal of Political Economy (74) (April 1966), pp. 132â\x80\x9457.', 'Leibenstein, Harvey, A Theory of Economic Demographic Development. Princeton: Princeton University Press, 1954.', '_______ Economic Backwardness and Economic Growth: Studies in the Theory of Economic Development. New York: Wiley, 1957. Michael, Robert and Robert Willis, ""Contraception and Fertility: Household Production Under Uncertainty,"" in Nester E. Terleckyj, ed., Studies in Income and Wealth, Volume 139, by the Conference on Income and Wealth, New York: Columbia University Press, forthcoming.', '________ ""Education and the Derived Demand for Children,"" Journal of Political Economy, Vol. 81, No. 2, Part II, March/April 1973.', 'Mincer, Jacob, ""Labor Force Participation of Married Women,"" in Aspects of Labor Economics, edited by H. Gregg Lewis. Universitiesâ\x80\x94National Bureau Conference Series 14. Princeton, N. J.: Princeton University Press, 1962.', '________ ""Market Prices, Opportunity Costs, and Income Effects,"" in ment in Economics: Studies in Mathematical Economics and Econometrics in Memory of Yehuda Grunfeld, edited by C. Christ et al, Stanford, California: Stanford University Press, 1963.', 'Muth, Richard, ""Household Production and Consumer Demand Functions,"" Econometrjca, July 1966.', 'Okun, Bernard, Trends in Birth Rates in the United States Since 1870.', 'Orcutt, Guy, Martin Greenberger, John Korbel, and Alice Rivlin, Microanalysis of Socioeconomic Systems: A Simulation Study. New York: Harper & Brothers, 1961.', 'Reid, Margaret C., Economics of Household Production. New York: Wiley, 1934.', 'Ruggles, Richard and. Nancy Ruggles, ""Diffenential Fertility in United States Census Data,"" in Demographic and Economic Change in Developing Countries, a Conference of the Universitiesâ\x80\x94National Bureau Committee for Economic Research. Princeton, N. J.: Princeton University Press, 1960.', 'Rybczynski, T. N., ""Factor Endowments and Relative Commodity Prices,"" Economica, n.s. 22 (November 1955), pp. 336â\x80\x9441.', 'Ryder, Norman B., ""The Emergence of a Modern Fertility Pattern: U.S. 1917â\x80\x941966,"" in Fertility and Family Planning: A World View, edited by S. J. Behrman, Leslie Corsa, Jr., and Ronald Freeman. Ann Arbor: University of Michigan Press, 1969.', 'Ryder, Norman B. and Charles F. Westoff, Reproduction in the United States, 1965. Princeton, N. J.: Princeton University Press, 1971. â\x80\x9485â\x80\x94 I Samuelson, Paul A., ""International Price Equalization Once Again,"" Economic Journal, Vol. 59, No. 2 (June 1949), pp. 181â\x80\x9497.', 'Sanderson, Warren C., ""Does the Theory of Demand Need the Maximum Principle?"" in Paul A. David and Melvin W. Reder, eds., Nations and Household in Economic Growth: Essays in Honor of Moses Abramovitz. New York: Academic Press, 1974.', 'Theil, Henri, ""Qualities, Prices and Budget Inquiries,"" Review of Economic Studies, Vol. 19, No. 3 (1952), pp. 129â\x80\x9447.', 'Thomas, Brinley, Migration and Economic Growth, 2nd ed. Cambridge: Cambridge University Press, 1973.', 'Thompson, Warren S., and P. K. Whelpton, Population Trends in the United States. New York: McGraw Hill, 1933.', 'Willis, Robert, ""A New Approach to the EconomicTheory of Fertility Behavior,"" Journal of Political Economy, Vol. 81, No. 2, Part II, March/April 1973.']"
37,14.0,1.0,"['(1) Cooley, J.W., P.A.W. Lewis arid P.D. Welch. The Fast Fourier Transform Algorithm and its Applications. IBM Research Paper RC-17143, 1967.', '(2) __________ The Application of the Fast Fourier Transform Algorithm to the Estimation of Spectra and Cross Spectra, Journal of Sound Vibrations, 1970.', '(3) Dhrymes, P.J. Econometrics: Statistical Foundations and Applications. New York: Harper and Row, 1970.', '(14) __________Distributed Lag8; Problems of Estimation and Formulation. San Francisco: Holden Day, 1971.', '(5) Durbin, J. Tests for Serial Correlation in Regression Analysis Based on the Periodogram of Least Squares Residuals, Biometrica, 56, (1969), pp. 1-14.', '(7) Fishman, G.S. Spectral Methods in Econometrics. Cambridge: Harvard University Press, 1969.', '(8) Harinan, E.J. Multiple Time Series. New York: J. Wiley, 1970.', '(9) Jenkins, G.M. General Considerations in the Analysis of Spectra, Technometrics, 3, 2, (1961), pp. 133-166.', '(10) Jenkins, G.M. and D.G. Watts. Spectral Analysis and Its Applications. San Francisco: Holden Day, 1969.', '(11) Jones, R.H., A Reappraisal of the Periodogram in Spectral Analysis, Technometrics, 7, (1965), pp. 531-542.', '(12) Nerlove, M., Spectral Analysis of Seasonal Adjustment Procedures, Econometrica, 32, (July 1964), pp. 2141-286.', '(13) Parzen, E., Mathematical Considerations in the Estimation of Spectra, Technometrics, 3, 2, (1961), pp. 167-190.', '(114) __________ Multiple Time Series Modeling in Multivari ate Analysis. New York: Academic Press, 1969.', '(15) Tick, L.H., Letter to the Editor, Technometrics, 8, (1966), pp. 559-561.']"
38,,,
39,,,
40,,,
41,,,
42,,,
43,12.0,0.0,"['Andrews, D. F. et al. (1972). Robust Estimates of Location. Princeton University Press, Princeton, New Jersey.', 'Chernoff, H. (1973). Using Faces to Represent Points in k-Dimensional Space Graphically. Journal of the American Statistical Association, 68 361-368.', 'Friedman, A. P., E. 3. Farrell, R. M. Goldwyn, Ni. Miller, and J. H. Siegel (1972). A Graphic Way of Describing Changing Multivariate Patterns. Proceedings of the Computer Science and Statistics 6th Annual Symposium on the Interface, Berkeley, California.', 'Friedman, J. H. and 3. W. Tukey (1973). A Projection Pursuit Algorithm for Exploratory Data Analysis. Stanford Linear Accelerator Center Publication 1312.', 'Hoaglin, D. C. (1973). Personal Corrrunication.', 'Hoerl, A. E. and Kennard, R. W. (1970). Ridge Regression: Biased Estimation for Nonorthogonal Problems. Technometrics, 12 55-68.', 'Huber, P. 3. (1973). Robust Regression: Asymptotics, -Conjectures, and Monte Carlo. Annals of Statistics, 1 799-821.', 'Kolence, K. W. and Kiviat, P. 3. (1973). Software Unit Profiles and Kiviat Figures. ACM Performance Evaluation Review, September 1973.', 'Longley, 3. W. (1967). An Appraisal of Least Squares Programs for the Electronic Computer from the Point of View of the User. Journal of the American Statistical Association, 62 819-41.', 'Marsaglia, G. (1968). Random Numbers Fall Mainly in the Planes. Proc Nat. Acad. of Sciences, ~9 25-28.', 'Tukey,J. W. (1971). ~p1oratory Data Analysis, Limited preliminary edit-ion, Vol. I, II, III. Addison-Wesley, New York.', 'Tukey, J. W. (1972). Some Graphic and Semi-Graphic Displays.']"
44,,,
45,0.0,0.0,[]
46,,,
47,,,
48,,,
49,,,
50,,,
51,,,
52,,,
53,,,
54,,,
55,,,
56,12.0,1.0,"['1 Cooley, Thomas P., and Prescott, Edward. An Adaptive Regression Model. International. Economic Review, 14,2 (June 1973):', '2 ________. Tests of An Adaptive Regression Model. Review of Economics and Statistics, LV,2 (May 1973): 248-256.', '3 ________. Varying Parameter Regression: A Theory and Some Applications. Annals of Economic and Social Measurement,', '4 . Estimation in the Presence of Stochastic Parameter Variation. Unpublished manuscript (February 1974).', '5 E~ians, Michael K., Yoel Haitovsky, George I. Treyz. An Analysis of the Forecasting Properties of U.S. Econometric Models. Paper presented in the Conference on Research in Income and Wealth, Cambridge Massachusetts, November 1969.', '6 Fair, Ray C., A. Short-Run Forecasting Model of the United States Econon~ (Lexington: D.C. Heath and Co., 1970).', '7 _________. A Comparison of Alternative Estimators of Macroeconomic Models. InternatIonal Economic Review, XIV (June 1973), pp. 261-77.', '8 ________. A Comparison of Fflff.~ and Robust Estimates of a Nonlinear Macroeconometric Model. NBER Computer Research Center, Working Paper No. 15, October 1973.', '9 Lucas, Robert. Econometric Policy Evaluation: A Critique. Journal of Money Credit and Banking, forthcoming.', '10 Rosenberg, Barr. Varying Parameter Estimation. Unpublished Ph.D. Dissertation, Department of Economics, Harvard University, 1968.', '11 _________. The Analysis of a Cross Section of Time Series by Stochastically Convergent Parameter Regression. Annals of EconomIc and Social Measurement, 2,4 (October 1973): 399-428.', '12 Sarris, A.H. A Bayesian Approach to Estimation of Time Varying Regression Coefficients. Annals of Economic and Social Measurement, 2,4 (October 1973): 501-524.']"
57,,,
58,,,
59,14.0,0.0,"['Aichian, Armen and Demsetz, Harold, Production, Information Costs, and Economic Organization, American Economic Review, Volume 62, December 1972.', 'Burnharn, David, Federal Surveys to Gauge Crime Levels in Bi~ Cities, The New York Times, January 27, 1974.', 'Any One Time, The New York Times, February 18, 1974.', 'Ehrlich, Issac, Participation in Illegitimate Activities, Journal of Political Econo~1, Volume 81, May/June 1973.', 'Self-Protection, Journal of Political Econo~y, Volume 80, July 1972.', 'Kakalik, James and Wildhorn, Sorrel, Private Police in the United States, Santa Monica: The Rand Corporation, 1971.', 'Komesar, Neil, A Theoretical and Empirical Study of Victims of Crime, Journal of ~~al Studies, Volume 2, June 1973.', 'Ozenne, Tim, The Economics of Bank Robbery, Journal of Legal Studies, Volume 3, January 1974.', 'Silver, Morris and Auster, Richard, Entrepreneurship, Profit and Limits on Firm Size, Journal of Business, Volume 42, July 1969.', 'Population, Final Report PC(i)-C1, Washington, D.C.: U.S. Government Printing Office, 1972.', 'D.C.: U.S. Government Printing Office, 1969.', 'S References (concluded) U.S. Department of Commerce, Statistical Abstract of the United States: 1970, Washington, D.C.: U.S. Government Printing Office, 1970.', 'U.S. Department of Housing and Urban Development, Federal Insurance Administration, Federal Crime Insurance Manual, Washington, D.C.: U.S. Government Printing Office, 1971.', 'U.S. Small Business Administration, Crime Against Small Business, A Report Transmitted to the United States Senate, Washington, D.C.: U.S. Government Printing Office, 1969.']"
60,,,
61,,,
62,,,
63,,,
64,,,
65,,,
66,11.0,1.0,"['Belsley, D.A. [1974], Estimation of Systems of Sinultanecus Equations, arid Comp~xtational Specifications of GRENLIN, Annals of !oonomic and Social Measurement, October.', 'Bushnell, R.C. and D.A. Huettner [1973], Multicollirieari-ty, Orthogonality and Ridge Regression Analysis, Unpublished mimso, presented December 1973 Meetings of Econometric Society, N.Y.', 'Far~er, D.E. and R.R. Glauber [1967], Multicollinearity in Regression Analysis: The Problem Revisited, Review of Economonic8 and Statistics, February, pp. 92-107.', 'Fisher, F.M. [1969], The Identification Problem.', 'Haitovsky, Yoek [1969], Multicollinearity in Regression Analysis: Conmant, Review of Economics and Statistics, November, pp. 486-489.', 'Hoeri, A.E. and R.W. Kennard [l970a],, Ridge Regression: Biased Estimation for Nonorthogonal Problems, Technome trios, No. 1, pp. 55-68. Hoerl, A. E. and R. W. Kennard [19 70b], Ridge Regression: Applications to Nonorthogonal Problems, Technometric8, No. , pp. 69-82. Holland, P.W. ~l973], Weighted Ridge Regression: Combining Ridge and I~bust Regression Methods, NBER CRC Working Paper No. 11. Leaner, E.E. [1973], Multicollinearity: A Bayesian Interpretation, Review of Economics and Statistics, August, pp. 371-380.', 'Silvey, S.D. [1969], Multicollinearity and Imprecise Estimation, Journal of the Royal Statistical Society, Series B, Vol. 31, pp. 539-552.', 'Stewart, G.W. [1973], Introduction to Matrix Conrputations.', 'Van der Sluis, A. [1969], Condition, Equilibration and Pivoting in Linear Algebraic Systems, Numeriache Mathematik, -15., pp. 74-88.', 'Wilkinson, J.H. [1965], The Algebraic Eigenvalue Problem.', 'Zellner, A. [1971], An Introduction to Bayesian Inference in Econometrics.']"
67,,,
68,6.0,0.0,"['Johnson, Thomas. Qualitative and Limited Dependent Variables in Economic Relationships, EconÃ¶metri-ca, May, 1972.', 'McFadden, Daniel. Conditional Logit Analysis of Qualitative choice Behavior, Frontiers in Econoutrics, P. Zareithka (Ed.), Academic Press, 1973. [] McKelvey, Richard D. A Statistical Model for the Analysis of Ordinal Level Dependent Variables , discussion paper, Political Science Departnnt, University of Rochester, May, 1973.', 'Rosett, Richard N. A statistical Model of Friction in Economics, Econouetrica 1959.', 'Theil, Henri. Principles of Econoiietrics, chapter 12; Wiley, 1971.', 'Tobin, J. The Application of Multivariate Probit Analysis to Economic Survey Data, Cowles Foundation Discussion Paper no. 1, New Haven, Conn., 1955.', 'Tobin, J. Estimation of Relationships for Limited Dependent Variables, Econorretrica 1958.']"
69,,,
70,,,
71,,,
72,,,
73,9.0,0.0,"['1. Karen Davis, The Role of Technology, Demand, and Labor Markets in the Determination of Hospital Cost, in The Economics of Health and Medical Care, edited by M. Perlman (London: Macmillan, 1974), pp. 283-301.', '2. M. Feldstein, Economic Analysis for Health Service Efficiency, (Amsterdam: North Holland, 1967).', '3. ____________, Hospital Cost Inflation, A Study of Nonprofit Price Dynamics, American Economic Review, 61 (December, 1971), 853-72.', '4. V. Fuchs, Health Services Research Moves Ahead, Health Services Research 5 (Fall, 1970), 242-50.', '5. E. Hughes, V. Fuchs, J. Jacoby, and E. Lewit, Surgical Work Loads in a Community Practice, Surgery, 71 (March, 1972), 315-27.', '6. W. G. Manning, Comparative Efficiency in Short-Term General Hospitals, Unpublished Ph.D. dissertation, Stanford University, 1973.', '8. N. Pauly and M.Redisch, The Not-for-Profit Hospital as a Physicians Cooperative, American Economic Review, 63 (March, 1973), 87-99.', '9. U. Reinhardt, A Production Function for Physician Services, Review of Economics and Statistics, 54 (February, 1972), 55-66.', '10. K. Smith, M. Miller, and F. Golladay, An Analysis of the Optional Use of Inputs in the Production of Medical Services, Journal of Human Resources 7 (Spring, 1972), 208-25. S']"
74,0.0,5.0,[]
75,,,
76,,,
77,0.0,0.0,[]
78,,,
79,,,
80,,,
81,,,
82,5.0,0.0,"[""Various schemes to insure convergence have been found to help: these are all based on the principle that the objective function fTV_lf should not be allowed to increase from one iteration to the next. If the step based on Newton's method would cause an increase, it is not taken, but a step based on some sort of gradient meti-od is taken instead. The specific algorithm that was found to be most effective is a derivative based modification of Powell's (1970) dog-leg, which was suggested by John Dennis. Even with this method, Iwever, we have encountered models where G was not zero, yet H1@ was. This means the algorithm got stuck in a valley or rut, even though a minimum had not been found. The only way out would be to start again with a different initial guess."", 'A further problem for which we have no solution is that not all values of U are allowable. The admissibility condition given by Box and Jenkins (1970, pp. 5+ and 67) is rather messy to compute, so we do not attempt to verify athiissibility of the estimated U. As a consequence we may occasionally return ridiculous estimates. In general, as pointed out by Box and Jenkins, great care should be exercised when fitting this sort of model. â\x80\x94 32 â\x80\x94 Finally a few words on initial guesses. The following seemed to work reasonably well. 1) Fit f( ) by ordinary nonlinear least squares. Let r f( ). 2) Fit the Box-Jenkins model for P(p) only to r. Let these new residuals be r2. 3) Fit the Box-Jenkins model for T() only to r2. 14) Use the estimated , p, as initial values for the full model.', 'RERENCES Box, G.E. P. and Jenkins, G.M. (1970), Time Series Analysis, Holden-Day, San ancisco, California.', 'Fbwell, M. J.0. (1970), A New Algorithm for Unconsained Opâ\x82¬niization, Nonlinear Prograiruiiing (Rosen, Mangasarian, Ritter, editors), Academic Press.', 'Rao, C.R. (1965), Linear Statistical Inference and Its Applications, John Wiley and Sons, New York, New York.']"
83,,,
84,6.0,1.0,"['Andrews, et al. (1972), Robust Estimates of Location, Princeton University Press.', 'Birrthauzn, F.W. (1970), On a Statistic Similar to Students t. In Nonparametric Techniques in Statiitical Infer~nce ed~ Madan Lal Pu~i, Canbridge University Press.', 'Cramer, H. (1946), Mathematical Methods of Statistica, Princeton University Press.', 'Fraser, D.A.S. (1957), Nonparainetric Methods in Statistics, John Wiley and sons.', 'Noether, G.E., (1949), Confidence LÂ±~its in the NOnparametric Case. Journal of the American ~ 1~Ri ~. 89.', 'Weisberg, H. S. (1973), Contributions to Order Statistics. Unpublished Ph * D. dissertation, Stat~Â±i~1)epartrnenE, Harvard U~iveisity.']"
85,,,
86,,,
